age,job,marital,education,contact,month,day_of_week,duration,y
44,admin.,married,high.school,telephone,may,tue,263,no
36,admin.,married,high.school,telephone,may,tue,342,no
41,services,married,high.school,telephone,may,tue,41,no
41,blue-collar,married,basic.6y,telephone,may,tue,13,no
35,blue-collar,married,basic.9y,telephone,may,tue,79,no
41,technician,married,high.school,telephone,may,tue,358,no
36,services,married,high.school,telephone,may,tue,162,no
35,admin.,single,high.school,telephone,may,tue,150,no
33,blue-collar,single,basic.4y,telephone,may,tue,26,no
38,admin.,single,basic.6y,telephone,may,tue,250,no
33,self-employed,married,university.degree,telephone,may,tue,792,no
55,self-employed,married,unknown,telephone,may,tue,146,no
36,blue-collar,single,basic.9y,telephone,may,tue,440,no
57,technician,married,professional.course,telephone,may,tue,289,no
32,entrepreneur,single,university.degree,telephone,may,tue,242,no
30,self-employed,single,high.school,telephone,may,tue,123,no
43,admin.,married,professional.course,telephone,may,tue,161,no
46,admin.,married,university.degree,telephone,may,tue,268,no
35,admin.,divorced,high.school,telephone,may,tue,259,no
34,admin.,single,university.degree,telephone,may,tue,26,no
50,blue-collar,married,basic.4y,telephone,may,tue,153,no
39,admin.,single,university.degree,telephone,may,tue,424,no
39,blue-collar,married,basic.9y,telephone,may,tue,375,no
42,entrepreneur,married,basic.6y,telephone,may,tue,179,no
57,retired,married,university.degree,telephone,may,tue,383,no
45,blue-collar,married,basic.4y,telephone,may,tue,440,no
40,technician,married,basic.4y,telephone,may,tue,195,no
42,blue-collar,married,high.school,telephone,may,tue,1297,yes
40,technician,married,basic.4y,telephone,may,tue,217,no
38,blue-collar,single,basic.4y,telephone,may,tue,87,no
39,blue-collar,married,basic.6y,telephone,may,tue,427,no
41,blue-collar,married,basic.4y,telephone,may,tue,189,no
39,blue-collar,married,basic.6y,telephone,may,tue,502,no
41,blue-collar,married,basic.4y,telephone,may,tue,260,no
45,admin.,married,university.degree,telephone,may,tue,209,no
35,admin.,divorced,university.degree,telephone,may,tue,179,no
35,admin.,married,basic.6y,telephone,may,tue,179,no
49,blue-collar,married,high.school,telephone,may,tue,69,no
36,technician,married,unknown,telephone,may,tue,105,no
23,admin.,single,university.degree,telephone,may,tue,266,no
43,unemployed,married,university.degree,telephone,may,tue,87,no
49,entrepreneur,married,professional.course,telephone,may,tue,524,no
36,technician,married,professional.course,telephone,may,tue,155,no
51,blue-collar,married,basic.9y,telephone,may,tue,162,no
56,retired,married,basic.4y,telephone,may,tue,316,no
45,housemaid,married,high.school,telephone,may,tue,352,no
42,admin.,married,high.school,telephone,may,tue,695,no
41,admin.,divorced,high.school,telephone,may,tue,76,no
32,services,married,high.school,telephone,may,tue,535,no
46,management,married,university.degree,telephone,may,tue,310,no
37,blue-collar,married,unknown,telephone,may,tue,390,no
53,management,married,university.degree,telephone,may,tue,369,no
30,blue-collar,married,basic.4y,telephone,may,tue,112,no
45,unknown,married,unknown,telephone,may,tue,79,no
24,technician,single,professional.course,telephone,may,tue,140,no
45,unknown,married,unknown,telephone,may,tue,315,no
34,admin.,single,university.degree,telephone,may,tue,262,no
41,management,married,university.degree,telephone,may,tue,174,no
59,blue-collar,married,basic.4y,telephone,may,tue,424,no
45,blue-collar,married,basic.4y,telephone,may,tue,135,no
54,blue-collar,married,basic.6y,telephone,may,tue,36,no
32,technician,married,professional.course,telephone,may,tue,1906,no
33,technician,married,professional.course,telephone,may,tue,219,no
32,admin.,married,university.degree,telephone,may,tue,135,no
34,services,single,high.school,telephone,may,tue,147,no
46,management,married,university.degree,telephone,may,tue,407,no
57,technician,married,professional.course,telephone,may,tue,402,no
42,technician,married,basic.9y,telephone,may,tue,209,no
48,admin.,married,professional.course,telephone,may,tue,92,no
58,admin.,divorced,university.degree,telephone,may,tue,208,no
34,services,married,high.school,telephone,may,tue,193,no
32,admin.,single,university.degree,telephone,may,tue,65,no
48,blue-collar,married,basic.9y,telephone,may,tue,284,no
47,blue-collar,married,basic.9y,telephone,may,tue,285,no
31,services,married,high.school,telephone,may,tue,231,no
32,admin.,single,university.degree,telephone,may,tue,278,no
32,admin.,single,university.degree,telephone,may,tue,389,no
36,services,married,high.school,telephone,may,tue,158,no
53,blue-collar,married,basic.4y,telephone,may,tue,78,no
37,blue-collar,married,basic.9y,telephone,may,tue,258,no
50,services,married,high.school,telephone,may,tue,87,no
46,blue-collar,married,basic.6y,telephone,may,tue,147,no
41,admin.,married,high.school,telephone,may,tue,635,no
43,blue-collar,single,basic.4y,telephone,may,tue,289,no
51,management,married,university.degree,telephone,may,tue,170,no
38,admin.,married,university.degree,telephone,may,tue,802,no
41,technician,married,basic.6y,telephone,may,tue,381,no
39,services,married,high.school,telephone,may,tue,218,no
52,blue-collar,married,basic.4y,telephone,may,tue,57,no
37,technician,married,professional.course,telephone,may,tue,304,no
41,admin.,married,basic.9y,telephone,may,tue,241,no
46,admin.,divorced,university.degree,telephone,may,tue,230,no
47,technician,married,professional.course,telephone,may,tue,79,no
35,technician,married,professional.course,telephone,may,tue,262,no
38,services,married,high.school,telephone,may,tue,392,no
30,blue-collar,single,unknown,telephone,may,tue,201,no
46,blue-collar,married,basic.9y,telephone,may,tue,145,no
30,technician,married,professional.course,telephone,may,tue,252,no
35,services,single,basic.4y,telephone,may,tue,329,no
58,admin.,married,unknown,telephone,may,tue,328,no
40,technician,married,professional.course,telephone,may,tue,191,no
34,technician,married,university.degree,telephone,may,tue,116,no
30,admin.,single,university.degree,telephone,may,tue,246,no
38,services,married,basic.6y,telephone,may,tue,532,no
55,management,single,basic.4y,telephone,may,tue,293,no
55,management,married,university.degree,telephone,may,tue,416,no
45,technician,single,professional.course,telephone,may,tue,37,no
36,admin.,married,university.degree,telephone,may,tue,132,no
32,admin.,single,university.degree,telephone,may,tue,530,no
35,technician,married,unknown,telephone,may,tue,175,no
55,management,divorced,university.degree,telephone,may,tue,90,no
49,housemaid,married,basic.4y,telephone,may,tue,524,no
29,admin.,married,high.school,telephone,may,tue,29,no
34,blue-collar,married,basic.4y,telephone,may,tue,311,no
54,retired,married,high.school,telephone,may,tue,412,no
36,technician,single,professional.course,telephone,may,tue,211,no
30,management,single,university.degree,telephone,may,tue,312,no
33,housemaid,divorced,university.degree,telephone,may,tue,392,no
37,blue-collar,married,high.school,telephone,may,tue,191,no
36,technician,married,basic.9y,telephone,may,tue,284,no
33,blue-collar,married,high.school,telephone,may,tue,328,no
32,housemaid,married,high.school,telephone,may,tue,100,no
32,housemaid,married,high.school,telephone,may,tue,226,no
50,blue-collar,married,basic.4y,telephone,may,tue,507,no
39,blue-collar,married,basic.9y,telephone,may,tue,333,no
51,blue-collar,divorced,unknown,telephone,may,tue,128,no
33,services,married,high.school,telephone,may,tue,322,no
33,services,married,basic.4y,telephone,may,tue,202,no
56,management,married,university.degree,telephone,may,tue,92,no
39,management,divorced,university.degree,telephone,may,tue,205,no
33,self-employed,single,university.degree,telephone,may,tue,739,no
59,retired,divorced,basic.4y,telephone,may,tue,273,no
42,admin.,single,unknown,telephone,may,tue,339,no
43,services,married,high.school,telephone,may,tue,262,no
35,admin.,married,university.degree,telephone,may,tue,308,no
46,blue-collar,married,basic.6y,telephone,may,tue,467,no
27,technician,married,basic.9y,telephone,may,tue,245,no
47,admin.,divorced,university.degree,telephone,may,tue,160,no
31,admin.,single,university.degree,telephone,may,tue,189,no
32,blue-collar,married,basic.9y,telephone,may,tue,477,no
54,admin.,married,high.school,telephone,may,tue,65,no
56,management,married,university.degree,telephone,may,tue,191,no
48,services,single,high.school,telephone,may,tue,196,no
44,admin.,married,high.school,telephone,may,tue,221,no
46,admin.,married,high.school,telephone,may,tue,197,no
45,services,married,high.school,telephone,may,tue,178,no
43,admin.,married,professional.course,telephone,may,tue,221,no
40,admin.,single,high.school,telephone,may,tue,64,no
56,management,married,university.degree,telephone,may,tue,75,no
47,entrepreneur,married,professional.course,telephone,may,tue,400,no
39,management,divorced,university.degree,telephone,may,tue,378,no
48,technician,married,basic.4y,telephone,may,tue,118,no
45,housemaid,married,professional.course,telephone,may,tue,1597,yes
36,self-employed,married,university.degree,telephone,may,tue,346,no
49,management,married,professional.course,telephone,may,tue,107,no
46,services,married,high.school,telephone,may,tue,60,no
38,blue-collar,married,basic.9y,telephone,may,tue,276,no
50,housemaid,married,basic.4y,telephone,may,tue,176,no
27,admin.,single,high.school,telephone,may,tue,390,no
40,technician,married,professional.course,telephone,may,tue,251,no
46,management,married,university.degree,telephone,may,tue,716,no
40,admin.,divorced,university.degree,telephone,may,tue,189,no
33,management,single,university.degree,telephone,may,tue,125,no
54,retired,married,high.school,telephone,may,tue,234,no
52,blue-collar,married,basic.4y,telephone,may,tue,79,no
53,admin.,married,university.degree,telephone,may,tue,13,no
49,services,married,high.school,telephone,may,tue,296,no
42,blue-collar,married,basic.4y,telephone,may,tue,114,no
49,housemaid,married,basic.4y,telephone,may,tue,283,no
40,entrepreneur,married,basic.9y,telephone,may,tue,109,no
59,admin.,married,university.degree,telephone,may,tue,132,no
51,self-employed,married,basic.9y,telephone,may,tue,144,no
57,housemaid,married,basic.6y,telephone,may,tue,121,no
38,self-employed,divorced,basic.9y,telephone,may,tue,95,no
52,self-employed,married,university.degree,telephone,may,tue,31,no
26,unemployed,single,basic.9y,telephone,may,tue,112,no
35,admin.,married,university.degree,telephone,may,tue,161,no
51,admin.,married,university.degree,telephone,may,tue,87,no
43,blue-collar,married,basic.4y,telephone,may,tue,593,no
42,admin.,married,high.school,telephone,may,tue,99,no
60,retired,divorced,university.degree,telephone,may,tue,198,no
36,blue-collar,married,basic.9y,telephone,may,tue,285,no
57,management,married,university.degree,telephone,may,tue,190,no
35,student,single,university.degree,telephone,may,tue,172,no
30,admin.,married,university.degree,telephone,may,tue,178,no
43,services,married,high.school,telephone,may,tue,174,no
40,technician,married,basic.9y,telephone,may,tue,631,no
45,technician,married,university.degree,telephone,may,tue,152,no
56,retired,married,high.school,telephone,may,tue,176,no
46,services,married,basic.6y,telephone,may,tue,32,no
41,blue-collar,married,basic.4y,telephone,may,tue,1529,no
42,admin.,married,university.degree,telephone,may,tue,254,no
56,blue-collar,married,basic.4y,telephone,may,tue,214,no
43,entrepreneur,married,basic.4y,telephone,may,tue,147,no
34,blue-collar,married,basic.4y,telephone,may,tue,800,no
38,services,married,high.school,telephone,may,tue,106,no
40,technician,married,basic.9y,telephone,may,tue,135,no
38,admin.,married,high.school,telephone,may,tue,112,no
48,entrepreneur,married,university.degree,telephone,may,tue,222,no
27,blue-collar,married,basic.9y,telephone,may,tue,314,no
24,technician,single,professional.course,telephone,may,tue,421,no
47,admin.,single,unknown,telephone,may,tue,410,no
48,blue-collar,married,professional.course,telephone,may,tue,207,no
31,admin.,single,high.school,telephone,may,tue,239,no
39,self-employed,single,basic.4y,telephone,may,tue,83,no
41,technician,single,university.degree,telephone,may,tue,160,no
49,blue-collar,married,basic.4y,telephone,may,tue,42,no
56,retired,married,basic.4y,telephone,may,tue,55,no
49,admin.,married,high.school,telephone,may,tue,157,no
47,unemployed,divorced,university.degree,telephone,may,tue,303,no
44,blue-collar,married,unknown,telephone,may,tue,336,no
48,admin.,divorced,high.school,telephone,may,tue,233,no
55,housemaid,married,basic.4y,telephone,may,tue,211,no
59,management,married,basic.4y,telephone,may,tue,88,no
44,technician,single,professional.course,telephone,may,tue,139,no
46,blue-collar,married,basic.9y,telephone,may,tue,329,no
39,blue-collar,divorced,basic.6y,telephone,may,tue,305,no
38,unemployed,married,basic.4y,telephone,may,tue,206,no
36,services,married,high.school,telephone,may,tue,128,no
29,admin.,single,university.degree,telephone,may,tue,122,no
31,technician,single,professional.course,telephone,may,tue,343,no
30,services,divorced,basic.9y,telephone,may,tue,126,no
36,blue-collar,married,basic.4y,telephone,may,tue,249,no
60,blue-collar,married,professional.course,telephone,may,tue,59,no
36,admin.,married,university.degree,telephone,may,tue,166,no
